Order_ID;Order_Date;Customer_ID;Product_ID;Quantity;Customer_Name;Email;Country;Coffee_Type;Roast_Type;Size;Unit_Price;Sales;Coffee_type_Name;Roast_type_Name
ESR-66651-814;May-20-2020;76624-72205-CK;A-D-0.2;4;"Jasper Sisneros";jsisneros7j@a8.net;"United States";Ara;D;"0.2 kg";"$ 2.99";"$ 11.94";Arabica;Dark
CPX-46916-770;Aug-27-2021;12729-50170-JE;R-L-1;6;"Zachariah Carlson";zcarlson7k@bigcartel.com;Ireland;Rob;L;"1.0 kg";"$ 11.95";"$ 71.70";Robusta;Light
MDC-03318-645;Apr-30-2022;43974-44760-QI;A-L-0.2;2;"Warner Maddox";wmaddox7l@timesonline.co.uk;"United States";Ara;L;"0.2 kg";"$ 3.89";"$ 7.77";Arabica;Light
SFF-86059-407;Jun-03-2020;30585-48726-BK;A-M-2.5;1;"Donnie Hedlestone";dhedlestone7m@craigslist.org;"United States";Ara;M;"2.5 kg";"$ 25.87";"$ 25.87";Arabica;Medium
SCL-94540-788;Jun-13-2022;16123-07017-TY;E-L-2.5;6;"Teddi Crowthe";tcrowthe7n@europa.eu;"United States";Exc;L;"2.5 kg";"$ 34.15";"$ 204.93";Excelsa;Light
HVU-21634-076;Jun-10-2020;27723-45097-MH;R-L-2.5;4;"Dorelia Bury";dbury7o@tinyurl.com;Ireland;Rob;L;"2.5 kg";"$ 27.48";"$ 109.94";Robusta;Light
XUS-73326-418;Dec-18-2020;37078-56703-AF;E-L-1;6;"Gussy Broadbear";gbroadbear7p@omniture.com;"United States";Exc;L;"1.0 kg";"$ 14.85";"$ 89.10";Excelsa;Light
XWD-18933-006;Aug-31-2019;79420-11075-MY;A-L-0.2;2;"Emlynne Palfrey";epalfrey7q@devhub.com;"United States";Ara;L;"0.2 kg";"$ 3.89";"$ 7.77";Arabica;Light
HPD-65272-772;Feb-25-2019;57504-13456-UO;L-M-2.5;1;"Parsifal Metrick";pmetrick7r@rakuten.co.jp;"United States";Lib;M;"2.5 kg";"$ 33.46";"$ 33.46";Libarica;Medium
JEG-93140-224;Feb-07-2021;53751-57560-CN;E-M-0.5;5;"Christopher Grieveson";NULL;"United States";Exc;M;"0.5 kg";"$ 8.25";"$ 41.25";Excelsa;Medium
NNH-62058-950;Jan-14-2021;96112-42558-EA;E-L-1;4;"Karlan Karby";kkarby7t@sbwire.com;"United States";Exc;L;"1.0 kg";"$ 14.85";"$ 59.40";Excelsa;Light
LTD-71429-845;Feb-24-2019;03157-23165-UB;A-L-0.5;1;"Flory Crumpe";fcrumpe7u@ftc.gov;"United Kingdom";Ara;L;"0.5 kg";"$ 7.77";"$ 7.77";Arabica;Light
MPV-26985-215;Jun-23-2019;51466-52850-AG;R-D-0.5;1;"Amity Chatto";achatto7v@sakura.ne.jp;"United Kingdom";Rob;D;"0.5 kg";"$ 5.37";"$ 5.37";Robusta;Dark
IYO-10245-081;May-09-2020;57145-31023-FK;E-M-2.5;3;"Nanine McCarthy";NULL;"United States";Exc;M;"2.5 kg";"$ 31.62";"$ 94.87";Excelsa;Medium
BYZ-39669-954;Jul-18-2020;66408-53777-VE;L-L-2.5;1;"Lyndsey Megany";NULL;"United States";Lib;L;"2.5 kg";"$ 36.46";"$ 36.46";Libarica;Light
EFB-72860-209;Oct-17-2019;53035-99701-WG;A-M-0.2;4;"Byram Mergue";bmergue7y@umn.edu;"United States";Ara;M;"0.2 kg";"$ 3.38";"$ 13.50";Arabica;Medium
GMM-72397-378;May-16-2022;45899-92796-EI;R-L-0.2;4;"Kerr Patise";kpatise7z@jigsy.com;"United States";Rob;L;"0.2 kg";"$ 3.58";"$ 14.34";Robusta;Light
LYP-52345-883;Mar-24-2021;17649-28133-PY;E-M-0.5;1;"Mathew Goulter";NULL;Ireland;Exc;M;"0.5 kg";"$ 8.25";"$ 8.25";Excelsa;Medium
DFK-35846-692;Nov-03-2019;49612-33852-CN;R-D-0.2;5;"Marris Grcic";NULL;"United States";Rob;D;"0.2 kg";"$ 2.68";"$ 13.42";Robusta;Dark
XAH-93337-609;Oct-28-2021;66976-43829-YG;A-D-1;5;"Domeniga Duke";dduke82@vkontakte.ru;"United States";Ara;D;"1.0 kg";"$ 9.95";"$ 49.75";Arabica;Dark
QKA-72582-644;Dec-16-2020;64852-04619-XZ;E-M-0.5;2;"Violante Skouling";NULL;Ireland;Exc;M;"0.5 kg";"$ 8.25";"$ 16.50";Excelsa;Medium
ZDK-84567-102;Nov-29-2021;58690-31815-VY;A-D-0.5;3;"Isidore Hussey";ihussey84@mapy.cz;"United States";Ara;D;"0.5 kg";"$ 5.97";"$ 17.91";Arabica;Dark
WAV-38301-984;Mar-20-2021;62863-81239-DT;A-D-0.5;5;"Cassie Pinkerton";cpinkerton85@upenn.edu;"United States";Ara;D;"0.5 kg";"$ 5.97";"$ 29.85";Arabica;Dark
KZR-33023-209;Apr-08-2022;21177-40725-CF;E-L-1;3;"Micki Fero";NULL;"United States";Exc;L;"1.0 kg";"$ 14.85";"$ 44.55";Excelsa;Light
ULM-49433-003;Aug-14-2020;99421-80253-UI;E-M-1;2;"Cybill Graddell";NULL;"United States";Exc;M;"1.0 kg";"$ 13.75";"$ 27.50";Excelsa;Medium
SIB-83254-136;May-12-2019;45315-50206-DK;R-M-0.5;6;"Dorian Vizor";dvizor88@furl.net;"United States";Rob;M;"0.5 kg";"$ 5.97";"$ 35.82";Robusta;Medium
NOK-50349-551;Mar-03-2021;09595-95726-OV;R-D-0.5;3;"Eddi Sedgebeer";esedgebeer89@oaic.gov.au;"United States";Rob;D;"0.5 kg";"$ 5.37";"$ 16.11";Robusta;Dark
YIS-96268-844;Feb-11-2020;60221-67036-TD;E-L-0.2;6;"Ken Lestrange";klestrange8a@lulu.com;"United States";Exc;L;"0.2 kg";"$ 4.46";"$ 26.73";Excelsa;Light
CXI-04933-855;Apr-27-2019;62923-29397-KX;E-L-2.5;6;"Lacee Tanti";ltanti8b@techcrunch.com;"United States";Exc;L;"2.5 kg";"$ 34.15";"$ 204.93";Excelsa;Light
IZU-90429-382;Mar-26-2022;33011-52383-BA;A-L-1;3;"Arel De Lasci";ade8c@1und1.de;"United States";Ara;L;"1.0 kg";"$ 12.95";"$ 38.85";Arabica;Light
WIT-40912-783;Sep-28-2020;86768-91598-FA;L-D-0.2;4;"Trescha Jedrachowicz";tjedrachowicz8d@acquirethisname.com;"United States";Lib;D;"0.2 kg";"$ 3.89";"$ 15.54";Libarica;Dark
PSD-57291-590;Oct-24-2019;37191-12203-MX;A-M-0.5;1;"Perkin Stonner";pstonner8e@moonfruit.com;"United States";Ara;M;"0.5 kg";"$ 6.75";"$ 6.75";Arabica;Medium
GOI-41472-677;Aug-04-2021;16545-76328-JY;E-D-2.5;4;"Darrin Tingly";dtingly8f@goo.ne.jp;"United States";Exc;D;"2.5 kg";"$ 27.95";"$ 111.78";Excelsa;Dark
KTX-17944-494;Dec-29-2019;74330-29286-RO;A-L-0.2;1;"Claudetta Rushe";crushe8n@about.me;"United States";Ara;L;"0.2 kg";"$ 3.89";"$ 3.89";Arabica;Light
RDM-99811-230;Nov-27-2019;22349-47389-GY;L-M-0.2;5;"Benn Checci";bchecci8h@usa.gov;"United Kingdom";Lib;M;"0.2 kg";"$ 4.37";"$ 21.83";Libarica;Medium
JTU-55897-581;Feb-29-2020;70290-38099-GB;R-M-0.2;5;"Janifer Bagot";jbagot8i@mac.com;"United States";Rob;M;"0.2 kg";"$ 2.99";"$ 14.93";Robusta;Medium
CRK-07584-240;Jan-31-2021;18741-72071-PP;A-M-1;3;"Ermin Beeble";ebeeble8j@soundcloud.com;"United States";Ara;M;"1.0 kg";"$ 11.25";"$ 33.75";Arabica;Medium
MKE-75518-399;Jun-17-2022;62588-82624-II;A-M-1;3;"Cos Fluin";cfluin8k@flickr.com;"United Kingdom";Ara;M;"1.0 kg";"$ 11.25";"$ 33.75";Arabica;Medium
AEL-51169-725;Feb-03-2020;37430-29579-HD;L-M-0.2;6;"Eveleen Bletsor";ebletsor8l@vinaora.com;"United States";Lib;M;"0.2 kg";"$ 4.37";"$ 26.19";Libarica;Medium
ZGM-83108-823;Jan-25-2022;84132-22322-QT;E-L-1;1;"Paola Brydell";pbrydell8m@bloglovin.com;Ireland;Exc;L;"1.0 kg";"$ 14.85";"$ 14.85";Excelsa;Light
JBP-78754-392;Apr-30-2020;74330-29286-RO;E-M-2.5;6;"Claudetta Rushe";crushe8n@about.me;"United States";Exc;M;"2.5 kg";"$ 31.62";"$ 189.75";Excelsa;Medium
RNH-54912-747;May-01-2021;37445-17791-NQ;R-M-0.5;1;"Natka Leethem";nleethem8o@mac.com;"United States";Rob;M;"0.5 kg";"$ 5.97";"$ 5.97";Robusta;Medium
JDS-33440-914;Oct-28-2021;58511-10548-ZU;R-M-1;3;"Ailene Nesfield";anesfield8p@people.com.cn;"United Kingdom";Rob;M;"1.0 kg";"$ 9.95";"$ 29.85";Robusta;Medium
SYX-48878-182;Aug-29-2021;47725-34771-FJ;R-D-1;5;"Stacy Pickworth";NULL;"United States";Rob;D;"1.0 kg";"$ 8.95";"$ 44.75";Robusta;Dark
ZGD-94763-868;Dec-27-2019;53086-67334-KT;E-L-2.5;1;"Melli Brockway";mbrockway8r@ibm.com;"United States";Exc;L;"2.5 kg";"$ 34.15";"$ 34.15";Excelsa;Light
CZY-70361-485;Jun-25-2019;83308-82257-UN;E-L-2.5;6;"Nanny Lush";nlush8s@dedecms.com;Ireland;Exc;L;"2.5 kg";"$ 34.15";"$ 204.93";Excelsa;Light
RJR-12175-899;Mar-02-2019;37274-08534-FM;E-D-0.5;3;"Selma McMillian";smcmillian8t@csmonitor.com;"United States";Exc;D;"0.5 kg";"$ 7.29";"$ 21.87";Excelsa;Dark
ELB-07929-407;Jan-02-2022;54004-04664-AA;A-M-2.5;2;"Tess Bennison";tbennison8u@google.cn;"United States";Ara;M;"2.5 kg";"$ 25.87";"$ 51.75";Arabica;Medium
UJQ-54441-340;Jul-30-2019;26822-19510-SD;E-M-0.2;2;"Gabie Tweed";gtweed8v@yolasite.com;"United States";Exc;M;"0.2 kg";"$ 4.13";"$ 8.25";Excelsa;Medium
UJQ-54441-340;Jul-30-2019;26822-19510-SD;A-L-0.2;5;"Gabie Tweed";gtweed8v@yolasite.com;"United States";Ara;L;"0.2 kg";"$ 3.89";"$ 19.43";Arabica;Light
OWY-43108-475;Dec-05-2020;06432-73165-ML;A-M-0.2;6;"Gaile Goggin";ggoggin8x@wix.com;Ireland;Ara;M;"0.2 kg";"$ 3.38";"$ 20.25";Arabica;Medium
GNO-91911-159;Dec-17-2020;96503-31833-CW;L-D-0.5;3;"Skylar Jeyness";sjeyness8y@biglobe.ne.jp;Ireland;Lib;D;"0.5 kg";"$ 7.77";"$ 23.31";Libarica;Dark
CNY-06284-066;Jun-26-2021;63985-64148-MG;E-D-0.2;5;"Donica Bonhome";dbonhome8z@shinystat.com;"United States";Exc;D;"0.2 kg";"$ 3.65";"$ 18.23";Excelsa;Dark
OQS-46321-904;Jul-20-2019;19597-91185-CM;E-M-1;1;"Diena Peetermann";NULL;"United States";Exc;M;"1.0 kg";"$ 13.75";"$ 13.75";Excelsa;Medium
IBW-87442-480;Jul-14-2022;79814-23626-JR;A-L-2.5;1;"Trina Le Sarr";tle91@epa.gov;"United States";Ara;L;"2.5 kg";"$ 29.78";"$ 29.78";Arabica;Light
DGZ-82537-477;Aug-14-2020;43439-94003-DW;R-D-1;5;"Flynn Antony";NULL;"United States";Rob;D;"1.0 kg";"$ 8.95";"$ 44.75";Robusta;Dark
LPS-39089-432;Apr-24-2019;97655-45555-LI;R-D-1;5;"Baudoin Alldridge";balldridge93@yandex.ru;"United States";Rob;D;"1.0 kg";"$ 8.95";"$ 44.75";Robusta;Dark
MQU-86100-929;Jun-04-2019;64418-01720-VW;L-L-0.5;4;"Homer Dulany";NULL;"United States";Lib;L;"0.5 kg";"$ 9.51";"$ 38.04";Libarica;Light
XUR-14132-391;Aug-08-2022;96836-09258-RI;R-D-0.5;4;"Lisa Goodger";lgoodger95@guardian.co.uk;"United States";Rob;D;"0.5 kg";"$ 5.37";"$ 21.48";Robusta;Dark
OVI-27064-381;Nov-13-2019;37274-08534-FM;R-D-0.5;3;"Selma McMillian";smcmillian8t@csmonitor.com;"United States";Rob;D;"0.5 kg";"$ 5.37";"$ 16.11";Robusta;Dark
SHP-17012-870;Jun-07-2020;69529-07533-CV;R-M-2.5;1;"Corine Drewett";cdrewett97@wikipedia.org;"United States";Rob;M;"2.5 kg";"$ 22.88";"$ 22.88";Robusta;Medium
FDY-03414-903;Aug-12-2019;94840-49457-UD;A-D-0.5;3;"Quinn Parsons";qparsons98@blogtalkradio.com;"United States";Ara;D;"0.5 kg";"$ 5.97";"$ 17.91";Arabica;Dark
WXT-85291-143;Sep-04-2019;81414-81273-DK;R-M-0.5;4;"Vivyan Ceely";vceely99@auda.org.au;"United States";Rob;M;"0.5 kg";"$ 5.97";"$ 23.88";Robusta;Medium
QNP-18893-547;Oct-04-2019;76930-61689-CH;R-L-1;5;"Elonore Goodings";NULL;"United States";Rob;L;"1.0 kg";"$ 11.95";"$ 59.75";Robusta;Light
DOH-92927-530;Feb-24-2020;12839-56537-TQ;L-L-0.2;6;"Clement Vasiliev";cvasiliev9b@discuz.net;"United States";Lib;L;"0.2 kg";"$ 4.76";"$ 28.53";Libarica;Light
HGJ-82768-173;Aug-26-2021;62741-01322-HU;A-M-1;4;"Terencio O'Moylan";tomoylan9c@liveinternet.ru;"United Kingdom";Ara;M;"1.0 kg";"$ 11.25";"$ 45.00";Arabica;Medium
YPT-95383-088;Oct-03-2021;43439-94003-DW;E-D-2.5;2;"Flynn Antony";NULL;"United States";Exc;D;"2.5 kg";"$ 27.95";"$ 55.89";Excelsa;Dark
OYH-16533-767;Jun-13-2020;44932-34838-RM;E-L-1;4;"Wyatan Fetherston";wfetherston9e@constantcontact.com;"United States";Exc;L;"1.0 kg";"$ 14.85";"$ 59.40";Excelsa;Light
DWW-28642-549;Mar-01-2021;91181-19412-RQ;E-D-0.2;2;"Emmaline Rasmus";erasmus9f@techcrunch.com;"United States";Exc;D;"0.2 kg";"$ 3.65";"$ 7.29";Excelsa;Dark
CGO-79583-871;Mar-04-2019;37182-54930-XC;E-D-0.5;1;"Wesley Giorgioni";wgiorgioni9g@wikipedia.org;"United States";Exc;D;"0.5 kg";"$ 7.29";"$ 7.29";Excelsa;Dark
TFY-52090-386;Oct-13-2019;08613-17327-XT;E-L-0.5;2;"Lucienne Scargle";lscargle9h@myspace.com;"United States";Exc;L;"0.5 kg";"$ 8.91";"$ 17.82";Excelsa;Light
TFY-52090-386;Oct-13-2019;08613-17327-XT;L-D-0.5;5;"Lucienne Scargle";lscargle9h@myspace.com;"United States";Lib;D;"0.5 kg";"$ 7.77";"$ 38.85";Libarica;Dark
NYY-73968-094;Aug-15-2019;70451-38048-AH;R-D-0.5;6;"Noam Climance";nclimance9j@europa.eu;"United States";Rob;D;"0.5 kg";"$ 5.37";"$ 32.22";Robusta;Dark
QEY-71761-460;Nov-29-2021;35442-75769-PL;R-M-1;2;"Catarina Donn";NULL;Ireland;Rob;M;"1.0 kg";"$ 9.95";"$ 19.90";Robusta;Medium
GKQ-82603-910;Jan-19-2020;83737-56117-JE;R-L-1;5;"Ameline Snazle";asnazle9l@oracle.com;"United States";Rob;L;"1.0 kg";"$ 11.95";"$ 59.75";Robusta;Light
IOB-32673-745;May-28-2021;07095-81281-NJ;A-L-0.5;3;"Rebeka Worg";rworg9m@arstechnica.com;"United States";Ara;L;"0.5 kg";"$ 7.77";"$ 23.31";Arabica;Light
YAU-98893-150;Jan-15-2022;77043-48851-HG;L-M-1;3;"Lewes Danes";ldanes9n@umn.edu;"United States";Lib;M;"1.0 kg";"$ 14.55";"$ 43.65";Libarica;Medium
XNM-14163-951;Dec-04-2019;78224-60622-KH;E-L-2.5;6;"Shelli Keynd";skeynd9o@narod.ru;"United States";Exc;L;"2.5 kg";"$ 34.15";"$ 204.93";Excelsa;Light
JPB-45297-000;Jul-01-2022;83105-86631-IU;R-L-0.2;4;"Dell Daveridge";ddaveridge9p@arstechnica.com;"United States";Rob;L;"0.2 kg";"$ 3.58";"$ 14.34";Robusta;Light
MOU-74341-266;May-07-2019;99358-65399-TC;A-D-0.5;4;"Joshuah Awdry";jawdry9q@utexas.edu;"United States";Ara;D;"0.5 kg";"$ 5.97";"$ 23.88";Arabica;Dark
DHJ-87461-571;Aug-23-2020;94525-76037-JP;A-M-1;2;"Ethel Ryles";eryles9r@fastcompany.com;"United States";Ara;M;"1.0 kg";"$ 11.25";"$ 22.50";Arabica;Medium
DKM-97676-850;Jun-02-2020;43439-94003-DW;E-D-0.5;5;"Flynn Antony";NULL;"United States";Exc;D;"0.5 kg";"$ 7.29";"$ 36.45";Excelsa;Dark
UEB-09112-118;Jan-30-2020;82718-93677-XO;A-M-0.5;4;"Maitilde Boxill";NULL;"United States";Ara;M;"0.5 kg";"$ 6.75";"$ 27.00";Arabica;Medium
ORZ-67699-748;Feb-15-2020;44708-78241-DF;A-M-2.5;6;"Jodee Caldicott";jcaldicott9u@usda.gov;"United States";Ara;M;"2.5 kg";"$ 25.87";"$ 155.25";Arabica;Medium
JXP-28398-485;Jun-11-2021;23039-93032-FN;A-D-2.5;5;"Marianna Vedmore";mvedmore9v@a8.net;"United States";Ara;D;"2.5 kg";"$ 22.88";"$ 114.42";Arabica;Dark
WWH-92259-198;Mar-11-2022;35256-12529-FT;L-D-1;4;"Willey Romao";wromao9w@chronoengine.com;"United States";Lib;D;"1.0 kg";"$ 12.95";"$ 51.80";Libarica;Dark
FLR-82914-153;Sep-09-2021;86100-33488-WP;A-M-2.5;6;"Enriqueta Ixor";NULL;"United States";Ara;M;"2.5 kg";"$ 25.87";"$ 155.25";Arabica;Medium
AMB-93600-000;May-14-2019;64435-53100-WM;A-L-2.5;1;"Tomasina Cotmore";tcotmore9y@amazonaws.com;"United States";Ara;L;"2.5 kg";"$ 29.78";"$ 29.78";Arabica;Light
FEP-36895-658;Apr-08-2019;44699-43836-UH;R-L-0.2;6;"Yuma Skipsey";yskipsey9z@spotify.com;"United Kingdom";Rob;L;"0.2 kg";"$ 3.58";"$ 21.51";Robusta;Light
RXW-91413-276;Aug-15-2020;29588-35679-RG;R-D-2.5;2;"Nicko Corps";ncorpsa0@gmpg.org;"United States";Rob;D;"2.5 kg";"$ 20.58";"$ 41.17";Robusta;Dark
RXW-91413-276;Aug-15-2020;29588-35679-RG;R-M-0.5;1;"Nicko Corps";ncorpsa0@gmpg.org;"United States";Rob;M;"0.5 kg";"$ 5.97";"$ 5.97";Robusta;Medium
SDB-77492-188;May-05-2022;64815-54078-HH;E-L-1;5;"Feliks Babber";fbabbera2@stanford.edu;"United States";Exc;L;"1.0 kg";"$ 14.85";"$ 74.25";Excelsa;Light
RZN-65182-395;Mar-27-2021;59572-41990-XY;L-M-1;6;"Kaja Loxton";kloxtona3@opensource.org;"United States";Lib;M;"1.0 kg";"$ 14.55";"$ 87.30";Libarica;Medium
HDQ-86094-507;Apr-27-2019;32481-61533-ZJ;E-D-1;6;"Parker Tofful";ptoffula4@posterous.com;"United States";Exc;D;"1.0 kg";"$ 12.15";"$ 72.90";Excelsa;Dark
YXO-79631-417;Sep-25-2021;31587-92570-HL;L-D-0.5;1;"Casi Gwinnett";cgwinnetta5@behance.net;"United States";Lib;D;"0.5 kg";"$ 7.77";"$ 7.77";Libarica;Dark
SNF-57032-096;Feb-13-2020;93832-04799-ID;E-D-0.5;6;"Saree Ellesworth";NULL;"United States";Exc;D;"0.5 kg";"$ 7.29";"$ 43.74";Excelsa;Dark
DGL-29648-995;Jul-16-2021;59367-30821-ZQ;L-M-0.2;2;"Silvio Iorizzi";NULL;"United States";Lib;M;"0.2 kg";"$ 4.37";"$ 8.73";Libarica;Medium
GPU-65651-504;May-11-2022;83947-45528-ET;E-M-2.5;2;"Leesa Flaonier";lflaoniera8@wordpress.org;"United States";Exc;M;"2.5 kg";"$ 31.62";"$ 63.25";Excelsa;Medium
OJU-34452-896;Feb-04-2019;60799-92593-CX;E-L-0.5;1;"Abba Pummell";NULL;"United States";Exc;L;"0.5 kg";"$ 8.91";"$ 8.91";Excelsa;Light
GZS-50547-887;Feb-05-2019;61600-55136-UM;E-D-1;2;"Corinna Catcheside";ccatchesideaa@macromedia.com;"United States";Exc;D;"1.0 kg";"$ 12.15";"$ 24.30";Excelsa;Dark
ESR-54041-053;May-24-2022;59771-90302-OF;A-L-0.5;6;"Cortney Gibbonson";cgibbonsonab@accuweather.com;"United States";Ara;L;"0.5 kg";"$ 7.77";"$ 46.62";Arabica;Light
OGD-10781-526;Oct-04-2020;16880-78077-FB;R-L-0.5;6;"Terri Farra";tfarraac@behance.net;"United States";Rob;L;"0.5 kg";"$ 7.17";"$ 43.02";Robusta;Light
FVH-29271-315;Jun-30-2022;74415-50873-FC;A-D-0.5;3;"Corney Curme";NULL;Ireland;Ara;D;"0.5 kg";"$ 5.97";"$ 17.91";Arabica;Dark
BNZ-20544-633;Oct-21-2020;31798-95707-NR;L-L-0.5;4;"Gothart Bamfield";gbamfieldae@yellowpages.com;"United States";Lib;L;"0.5 kg";"$ 9.51";"$ 38.04";Libarica;Light
FUX-85791-078;Oct-16-2020;59122-08794-WT;A-M-0.2;2;"Waylin Hollingdale";whollingdaleaf@about.me;"United States";Ara;M;"0.2 kg";"$ 3.38";"$ 6.75";Arabica;Medium
YXP-20078-116;Sep-23-2020;37238-52421-JJ;R-M-0.5;1;"Judd De Leek";jdeag@xrea.com;"United States";Rob;M;"0.5 kg";"$ 5.97";"$ 5.97";Robusta;Medium
VQV-59984-866;Mar-08-2019;48854-01899-FN;R-D-0.2;3;"Vanya Skullet";vskulletah@tinyurl.com;Ireland;Rob;D;"0.2 kg";"$ 2.68";"$ 8.05";Robusta;Dark
JEH-37276-048;Jun-30-2021;80896-38819-DW;A-L-0.5;3;"Jany Rudeforth";jrudeforthai@wunderground.com;Ireland;Ara;L;"0.5 kg";"$ 7.77";"$ 23.31";Arabica;Light
VYD-28555-589;Aug-13-2019;29814-01459-RC;R-L-0.5;6;"Ashbey Tomaszewski";atomaszewskiaj@answers.com;"United Kingdom";Rob;L;"0.5 kg";"$ 7.17";"$ 43.02";Robusta;Light
WUG-76466-650;Feb-22-2021;43439-94003-DW;L-D-0.5;3;"Flynn Antony";NULL;"United States";Lib;D;"0.5 kg";"$ 7.77";"$ 23.31";Libarica;Dark
RJV-08261-583;Mar-26-2022;48497-29281-FE;A-D-0.2;5;"Pren Bess";pbessal@qq.com;"United States";Ara;D;"0.2 kg";"$ 2.99";"$ 14.93";Arabica;Dark
PMR-56062-609;Jan-10-2020;43605-12616-YH;E-D-0.5;3;"Elka Windress";ewindressam@marketwatch.com;"United States";Exc;D;"0.5 kg";"$ 7.29";"$ 21.87";Excelsa;Dark
XLD-12920-505;May-01-2019;21907-75962-VB;E-L-0.5;6;"Marty Kidstoun";NULL;"United States";Exc;L;"0.5 kg";"$ 8.91";"$ 53.46";Excelsa;Light
UBW-50312-037;Feb-09-2020;69503-12127-YD;A-L-2.5;4;"Nickey Dimbleby";NULL;"United States";Ara;L;"2.5 kg";"$ 29.78";"$ 119.14";Arabica;Light
QAW-05889-019;Dec-29-2021;68810-07329-EU;L-M-0.5;5;"Virgil Baumadier";vbaumadierap@google.cn;"United States";Lib;M;"0.5 kg";"$ 8.73";"$ 43.65";Libarica;Medium
EPT-12715-397;Sep-09-2020;08478-75251-OG;A-D-0.2;6;"Lenore Messenbird";NULL;"United States";Ara;D;"0.2 kg";"$ 2.99";"$ 17.91";Arabica;Dark
DHT-93810-053;Sep-16-2021;17005-82030-EA;E-L-1;5;"Shirleen Welds";sweldsar@wired.com;"United States";Exc;L;"1.0 kg";"$ 14.85";"$ 74.25";Excelsa;Light
DMY-96037-963;Oct-26-2020;42179-95059-DO;L-D-0.2;3;"Maisie Sarvar";msarvaras@artisteer.com;"United States";Lib;D;"0.2 kg";"$ 3.89";"$ 11.66";Libarica;Dark
MBM-55936-917;Mar-12-2019;55989-39849-WO;L-D-0.5;3;"Andrej Havick";ahavickat@nsw.gov.au;"United States";Lib;D;"0.5 kg";"$ 7.77";"$ 23.31";Libarica;Dark
TPA-93614-840;Feb-18-2021;28932-49296-TM;E-D-0.5;2;"Sloan Diviny";sdivinyau@ask.com;"United States";Exc;D;"0.5 kg";"$ 7.29";"$ 14.58";Excelsa;Dark
WDM-77521-710;Oct-29-2020;86144-10144-CB;A-M-0.5;2;"Itch Norquoy";inorquoyav@businessweek.com;"United States";Ara;M;"0.5 kg";"$ 6.75";"$ 13.50";Arabica;Medium
EIP-19142-462;Sep-06-2021;60973-72562-DQ;E-L-1;6;"Anson Iddison";aiddisonaw@usa.gov;"United States";Exc;L;"1.0 kg";"$ 14.85";"$ 89.10";Excelsa;Light
EIP-19142-462;Sep-06-2021;60973-72562-DQ;A-L-0.2;1;"Anson Iddison";aiddisonaw@usa.gov;"United States";Ara;L;"0.2 kg";"$ 3.89";"$ 3.89";Arabica;Light
ZZL-76364-387;Sep-09-2020;11263-86515-VU;R-L-2.5;4;"Randal Longfield";rlongfielday@bluehost.com;"United States";Rob;L;"2.5 kg";"$ 27.48";"$ 109.94";Robusta;Light
GMF-18638-786;Sep-26-2021;60004-62976-NI;L-D-0.5;6;"Gregorius Kislingbury";gkislingburyaz@samsung.com;"United States";Lib;D;"0.5 kg";"$ 7.77";"$ 46.62";Libarica;Dark
TDJ-20844-787;Nov-05-2020;77876-28498-HI;A-L-0.5;5;"Xenos Gibbons";xgibbonsb0@artisteer.com;"United States";Ara;L;"0.5 kg";"$ 7.77";"$ 38.85";Arabica;Light
BWK-39400-446;Sep-12-2019;61302-06948-EH;L-D-0.5;4;"Fleur Parres";fparresb1@imageshack.us;"United States";Lib;D;"0.5 kg";"$ 7.77";"$ 31.08";Libarica;Dark
LCB-02099-995;Jul-31-2019;06757-96251-UH;A-D-0.2;6;"Gran Sibray";gsibrayb2@wsj.com;"United States";Ara;D;"0.2 kg";"$ 2.99";"$ 17.91";Arabica;Dark
UBA-43678-174;Mar-15-2019;44530-75983-OD;E-D-2.5;6;"Ingelbert Hotchkin";ihotchkinb3@mit.edu;"United Kingdom";Exc;D;"2.5 kg";"$ 27.95";"$ 167.67";Excelsa;Dark
UDH-24280-432;May-16-2021;44865-58249-RY;L-L-1;4;"Neely Broadberrie";nbroadberrieb4@gnu.org;"United States";Lib;L;"1.0 kg";"$ 15.85";"$ 63.40";Libarica;Light
IDQ-20193-502;May-06-2019;36021-61205-DF;L-M-0.2;2;"Rutger Pithcock";rpithcockb5@yellowbook.com;"United States";Lib;M;"0.2 kg";"$ 4.37";"$ 8.73";Libarica;Medium
DJG-14442-608;Feb-06-2019;75716-12782-SS;R-D-1;3;"Gale Croysdale";gcroysdaleb6@nih.gov;"United States";Rob;D;"1.0 kg";"$ 8.95";"$ 26.85";Robusta;Dark
DWB-61381-370;Apr-09-2021;11812-00461-KH;L-L-0.2;2;"Benedetto Gozzett";bgozzettb7@github.com;"United States";Lib;L;"0.2 kg";"$ 4.76";"$ 9.51";Libarica;Light
FRD-17347-990;May-20-2020;46681-78850-ZW;A-D-1;4;"Tania Craggs";tcraggsb8@house.gov;Ireland;Ara;D;"1.0 kg";"$ 9.95";"$ 39.80";Arabica;Dark
YPP-27450-525;Dec-02-2020;01932-87052-KO;E-M-0.5;3;"Leonie Cullrford";lcullrfordb9@xing.com;"United States";Exc;M;"0.5 kg";"$ 8.25";"$ 24.75";Excelsa;Medium
